NUM,EXPECTED,CXM20B_qwerty,# characters,edit distance
679,咁其實個種類係好多嘅,噉其實個種慮係好多嘅,10,2
680,咁而都係要睇下我地自己創意去發揮囉,噉而都係要睇下我哋自己創意去發揮囖,17,3
681,因為我嗰年呢我就新加咗一個叫嘅一啲野,因為我嗰年囖我就新家咗一個叫嘅一啲嘢,18,3
682,咁主要就係,噉煮U就係,5,3
683,啫係可能而家而家呢個現今社會係比較,遮係可能而家而家哩個現金社會係比較,17,3
684,啫係個個趨勢都係趨向啲譬如呀或者去,遮係個個吹細都係吹向啲譬如啊或者去,17,5
685,交流呀溝通呀呢啲咁嘅咁嘅平台啦,交留啊溝通呀哩啲噉嘅噉嘅U台喇,15,7
686,咁我地其實都搞咗啲咁嘅活動去搵咗唔同公司嘅一啲代表去去幫學生咁樣囉,噉我哋其實都搞咗啲噉嘅活動去揾咗唔同公司嘅一啲代表去去幫學生噉樣囖,33,6
687,咁當中係帶有好多挑戰性囉,噉咚中係戴有好多U戰性囖,12,5
689,都其實都都有幾多次機會就係真係忙到冇得瞓嘅咁,都其實都都有幾多次機會就真係忙到冇得瞓嘅噉,22,2
690,咁係囉我諗通常都係搞活動之前嗰幾日或者嗰一個禮拜,噉係囖我諗通常都係搞活動之前嗰几日或者一個禮拜,24,4
691,就會開始覺得緊張啦,就會開始覺得緊張嚹,9,1
692,或者係真係好多野要預備嘅時候呢咁,或者係真係好多嘢要預鼻嘅時候囖噉,16,4
693,咁都要犧牲下啲休息嘅時間囉,噉都要黑生下啲休式嘅時間囖,13,5
695,我諗我地普遍嘅活動最少都有我諗,我諗我哋普遍嘅活動最小都有我諗,15,2
696,百幾至二百人三百人咁樣,百幾至二百人三百人噉樣,11,1
697,都好多嘅,都好多嘅,4,0
698,咁啫係要要明白到就係個學會得十八個幹事呀係幹事呀,噉遮係要要明白到就係個學會得十八個降事呀係U事啊,24,5
699,啫係十八個幹事啦,遮係十八個降事啦,8,2
700,咁你要去十八個人去幫,噉你要去十八個人去幫,10,1
701,去搞一個俾一萬五千人嘅嘅會員嘅一個活動其實,去搞一個俾一萬五千人嘅嘅會U嘅一個活淨其實,21,2
702,真係有難度嘅,真係有難度嘅,6,0
703,咁啫係明白咗呢樣野之後咁其實可能搞到俾幾百人呀或者二百人三百人其實都都幾滿足嘅,噉遮係明白咗哩樣嘢之後噉其實可能搞到俾幾百人啊或者二百人三百人其實都都幾滿足嘅,39,6
704,係啦,係喇,2,1
706,有幫助有幫助,有幫座有幫座,6,2
707,咁我諗啫係而家啲學生都好注重真係去試下做啲野咁樣啦咁,噉我諗遮係而家啲學生都好U重真係去試下做啲嘢噉樣喇噉,26,7
708,嗰一次俾我嘅機會就係真係有有有得去嘗試唔同嘅野囉,嗰一次俾我嘅機會就係真係有有有得去常試唔同嘅夜囖,24,3
709,啫係譬如你自己有啲去搞啲活動嘅,遮係譬如你自己有啲去攪啲活動嘅,15,2
710,咁你真係有資源有時間,噉你真係有支圓有時間,10,3
711,有一個身分去俾你去搞呢樣野,有一個身粉去俾你去搞囉樣嘢,13,3
712,咁可能係其他學生未有機會去嘗試到呢樣野嘅,噉可能係其他學生味有機會去常試到哩樣嘢嘅,20,5
713,咁呢樣野我覺得係都有所得着嘅,噉哩樣嘢我覺得係都有所得着嘅,14,3
715,係囉同埋去嘗試搞咗呢啲活動之後或者同公司合作咗之後,係囉同埋去常試搞咗哩啲活動之後或者同公司合作咗之後,25,2
716,咁你會更加明白哦而家呢個市場究竟係點樣呀,噉你會更加明白哦而家囖個市場究竟係點樣啊,20,3
717,或者係公司嘅運作係點樣呀,或者係公司嘅運作係點樣啊,12,1
718,咁對之後畢咗業出嚟做野係一定有佢嘅幫助,噉對之後筆咗業出離做嘢係一定有佢嘅幫座,19,5
719,都都有嘅,都都有嘅,4,0
720,咁我我諗我自己係一個比較鐘意一樣野嘅人,噉我我諗我自己係一個比較鍾意一樣嘢嘅人,19,3
721,咁就可能,噉就可能,4,1
722,啫係當中一定會有機會就係覺得嘩我好似搞唔掂呢兩樣野喎,遮係當中一定會有機會就係覺得嘩我好似搞唔掂U兩樣嘢喎,26,3
723,啫係讀書呀家庭呀朋友呀或者我地所謂叫上莊呀咁,遮係讀書呀嘉停呀朋友啊或者我哋所謂叫上裝啊噉,22,8
724,啫係呢幾樣野其實真係可能唔到咁樣,遮係哩幾樣嘢其實真係可能唔到噉樣,16,4
725,咁當中都有有唔少嘅,噉咚中都有有唔少嘅,9,2
726,啫係真係真係搞唔掂啦咁,遮係真係真係搞唔掂喇噉,11,3
727,譬如譬如真係啫係成績嗰邊可能有犧牲呀,譬如屁如真係遮係成即嗰邊可能有唏生啊,18,6
728,或者讀書嗰邊真係時間唔夠呀,或者讀書嗰邊真係時間唔夠啊,13,1
729,屋企人可能啫係見到面嘅次數又可能少咗呀,屋企人可能姐係見到面嘅廁數又可能少咗啊,19,3
730,啫係一定有佢嘅犧牲嘅但係,遮係一定有佢嘅黑生嘅但係,12,3
731,整體嚟講個經驗都係有得着囉,整睇離講個經驗都係有得着囉,13,2
732,嗯都都幾好嘅,嗯都都幾好嘅,6,0
733,嗯,嗯,1,0
734,嗯係呀,嗯係呀,3,0
736,我中學都有讀過嘅,我中學都有讀過嘅,8,0
737,咁主要就係咁,噉主要就係噉,6,2
738,其實佢嗰個科目入邊,其實佢嗰個科木入便,9,2
739,都有包括哂大學普遍所有野嘅啫係,都有包括晒大學普遍所有嘢嘅啫係,15,2
740,譬如你呀呀呀等等咁其實,譬如你呀呀呀等等噉其實,11,1
741,都有包含到喺入面嘅咁,都有包U到喺入面嘅噉,10,2
742,但係當然中學就會係比較,但係當然中學就會係比較,11,0
743,係啦係啦啫係比較可能冇咁深入囉每一個範疇,係嚹係嚹遮係比較可能冇咁心入囉每一個犯秋,20,6
744,但係去到大學就發現係其實好多野我以前中學所讀嘅野呢,但係去到大學就發現係其實好多嘢我以前中學所謂嘅嘢U,25,4
745,我以為我所明白嘅野呢其實只不過係,我以為我鎖明白嘅嘢囖其實指不過係,16,4
746,嘅啫係都係嘅一個呢個咁樣囉,嘅者係都係嘅一個囖個噉樣囖,13,4
747,咁可能再深入啲嘅嘅野呢我已經係唔識囉,噉可能再心入啲嘅嘅嘢囖我已經係唔識囖,18,5
748,咁更加就係以前中學所讀嘅一啲我地叫啦,噉更加就係以前中學所謂嘅一啲我哋叫喇,18,4
749,每一樣呀呢啲野呢,每一樣呀嘞啲嘢嘞,8,3
750,去到大學竟然係可以係成個學科嚟嘅或者,去到大學竟然係可以係成個學科離嘅或者,18,1
751,出嚟做野之後可能係成個嚟嘅,出離做嘢之後可能係成個離嘅,13,3
752,啫係我就會慢慢發現其實自己學嘅野呢就真係唔係好夠,遮係我就會慢慢發現其實自己學嘅嘢屋就真係唔係好救,24,4
753,咁一定會有啲越嚟越深嘅野囉咁,噉一定會有啲越來越心嘅嘢囖噉,14,6
754,係囉但係都,係囉但係都,5,0
755,都有難度嘅係啦都有難度嘅係啦,都有難度嘅係嚹都有難度嘅係嚹,14,2
756,啫係唔可以睇少佢囉,遮係唔可以睇小佢囉,9,2
758,嗯其他科呀我諗我比較讀得多嘅其實都係嘅方面嘅,嗯其他科啊我諗我俾較讀得多嘅其實都係嘅方面嘅,22,2
759,但始終都係自己啦咁好多科目都係啦,但始終都係自己喇噉好多科木都係喇,16,4
760,但係好似頭先我所講我嘅時候讀過囉,但係好似頭先我鎖講我嘅時候讀過囖,16,2
761,咁我就真係有讀過兩個啫係兩個咁樣嘅,噉我就真係有讀過兩個啫係兩個噉樣嘅,17,2
762,咁我覺得都幾得意,噉我覺得都幾得意,8,1
763,啫係可能語言呢啲野都都有興趣囉,遮係可能語言哩啲嘢都都有興趣囖,15,4
764,咁如果之後有希有機會其實,噉如過之後有唏有機會其實,12,3
765,都會想,都會想,3,0
766,睇下有冇機會再讀多啲關於嘅野囉,睇下有冇機會再讀多啲關於嘅嘢囖,15,2
767,嗯嗯係啦,嗯嗯係喇,4,1
768,其實係兩啫係佢兩個嚟計嘅啫係兩個科兩科嚟嘅,其實係兩遮係佢兩個離計嘅啫係兩個科兩科離嘅,21,3
769,咁只不過係可能同,噉指不過係可能同,8,2
770,咁樣係啦係啦,咁樣係喇係喇,6,2
771,我覺得,我覺得,3,0
772,都都舒服嘅,刀都舒服嘅,5,1
773,但係我覺得呢度壓力真係好大囉,但係我覺得囖度壓力真係好大囉,14,1
774,讀書嘅壓力好大,讀書嘅壓力好大,7,0
775,啲同學好勤力同埋,啲同學好勤力同埋,8,0
776,啫係個個都為自己可能去打拼呀,遮係個個都胃自己可能去打拼啊,14,3
777,啫係暑假都返嚟讀書呀,遮係暑假都返來讀書呀,10,2
778,或者啫係補習呀去,或者遮係補習呀去,8,1
779,去做呀,去做呀,3,0
780,有好多野啫係個個都會係好勤力去做囉所以係,有好多嘢遮係個個都會係好勤力去做囖所以係,20,3
781,一定會有競爭囉,一定會有勁曾囉,7,2
782,都大壓力係啦係啦,都大壓力係喇係嚹,8,2
784,哦其實就好快㗎啫譬如我屋企去到,哦其實就好快𡃉啫譬如我屋企去到,15,1
785,大學,大學,2,0
786,咁可能係半個鐘至八個字嘅時間我諗,噉可能係半個鐘置八個自嘅時間我諗,16,3
787,係啦係啦咁學校其實又唔係真係好大,係喇係嚹噉學校其實又唔係真係好大,16,3
788,咁我我所讀嘅科目其實都集中喺某一幢樓度啦,噉我我鎖讀嘅科木其實都集中喺某一棟樓度喇,20,5
789,咁就就可能唔使行咁遠囉,噉就就可能唔使行咁遠囖,11,2
790,我諗每一個都會有唔同,我諗每一個都會有唔同,10,0
791,但係暫時好似睇呢我都比較多嘅,但係暫時好似睇囉我都比較多嘅,14,1
792,啫係九點半都九點半嘅堂都比較多囉,遮係九點半都九點半嘅堂都比較多囖,16,2
794,我我諗我嘅底線係九點半,我我諗我嘅底線係九點半,11,0
795,啫係有啲堂係有啲堂係八點半呢咁就真係比較辛苦啦,遮係有啲堂係有啲堂係八點半囖噉就真係比較辛苦嚹,23,4
796,但係我諗我係比較鐘意朝早嘅堂嘅,但係我諗我係比較鍾意朝早嘅堂嘅,15,1
797,因為我覺得譬如晏晝有啲四點半至五點半嘅堂啦,因為我覺得譬如晏晝有啲四點半至五點半嘅堂喇,21,1
798,或者甚至有六點半至八點半嘅堂,或者甚至有六點半至八點半嘅堂,14,0
799,我就會覺得好似嘥咗全日咁樣囉,我就會覺得好似嘥咗全日噉樣囖,14,2
800,啫係朝早起身之後就會等返學,遮係朝早起身之後就會等番學,13,2
801,咁咁就好似嘥咗全日咁樣所以我,噉噉就好似嘥咗全日噉樣所以我,14,3
802,比較鐘意朝早上完堂之後晏晝就自己鐘意做乜就做乜囉,比較鍾意朝早上完堂之後晏晝自己鍾意做乜就做乜囖,24,4
804,我諗有個喺度嘅,我諗有個喺度嘅,7,0
805,啫係當然我會有機會去去溫書啦讀書做功課咁樣啦,遮係當然我會有機會去去溫書喇讀書做功課噉樣喇,22,4
806,但係其他機會我都會譬如搵下朋友呀自己輕鬆下咁樣囉,但係其他機會我都會譬如揾下朋友啊自己興鬆下噉樣囖,24,5
807,啫係我覺得個係好重要囉,遮係我覺得個係好重要囉,11,1
808,啫係我係一定一定一定唔會廿四小時或者七日都留喺個圖書館入面囉,遮係我係一定一定一定唔會廿四小時或者七日都留喺個圖書館入面囖,30,2
809,係呀我覺得會死,係呀我覺得會死,7,0
810,我會比較鐘意去睇戲,我會俾較鍾意去睇戲,9,2
811,係啦我都唔係好知點解,係喇我都唔係好知點解,10,1
812,但係我都鐘意同朋友去睇戲嘅因爲,但係我都鍾意同朋友去睇戲嘅因為,15,2
813,睇戲嘅時候就真係可以完全喺嗰一樣野度,睇戲嘅時候就真係可以完全喺嗰一樣嘢度,18,1
814,咁可能兩個鐘係啦係啦隔離咗個世界咁,噉可能兩個鐘係嚹係喇隔離咗個世界噉,17,4
815,可能兩個鐘或者兩個半鐘嘅時間就會係,可能兩個中或者兩個半中嘅時間就會係,17,2
816,完全係唔需要理會其他野啦,完全係唔需要理會其他嘢喇,12,2
817,咁我比較鐘意呢樣野嘅,噉我俾較鍾意利樣嘢嘅,10,5
818,但係平時都會同朋友去,但係平時都會同朋友去,10,0
819,去我諗比較鐘意去,去我諗俾較鍾意去,8,2
820,傾偈咁就係啦就舒服,傾偈噉就係嚹就舒服,9,2
821,咁就可能係啲室內啲嘅活動囉,噉就可能係啲室內啲活動囖,13,3
822,會比較毒係啦好熱呀,會俾較讀係喇好熱啊,9,4
823,好熱呀,好熱呀,3,0
824,香港好熱呀我同意呀同意,香港好熱啊我同意啊同意,11,2
825,我鐘意睇啲,我鍾意睇啲,5,1
827,可能現實世界冇嘅野囉,可能現實世界冇嘅嘢囖,10,2
828,啫係其實咁樣講可能好抽象但係,遮係其實噉樣講可能好抽象但係,14,2
829,我諗如果我啫係我鐘意睇啲係譬如科幻嘅片呀,我諗如過我遮係我鍾意睇啲係譬如科U嘅片啊,20,5
830,或者係有啲,或者係有啲,5,0
831,啫係有啲,遮係有啲,4,1
832,嘅一啲喺入面囉,嘅一啲喺入面囖,7,1
833,啫係譬如譬如而家好興嘅可能嗰啲,遮係譬如譬如而家好興嘅可能嗰啲,15,1
834,呀,呀,1,0
835,超嗰啲超人呀,超嗰啲超恩呀,6,1
836,係啦係啦係嗰啲,係喇係喇係嗰啲,7,2
837,嗰啲野唔會生活或者,嗰啲嘢唔會生活或者,9,1
838,呀唔唔唔係唔會生活啫係唔會喺日常生活出現嗰一啲野,呀唔唔唔係唔會生活遮係唔會喺日常生活出現嗰一啲嘢,24,2
839,啫係譬如好深印象就係,遮係譬如好心印象就係,10,2
840,其實我今年喺法國嘅時候有機會睇返啦,其實我金年喺法國嘅時候有機會睇返喇,17,2
841,咁我就會睇返,噉我就會睇返,6,1
842,啫係我會覺得嘩而家啲科技好勁喎,遮係我會覺得嘩而家啲科技好勁喎,15,1
843,但係啫係當然我地科技未去到嗰一步啦,但係遮係當然我哋科技未去到嗰一部喇,17,4
844,可能將來會啦,可能張來會喇,6,2
845,但係會有嗰個嗰個好期待嗰個感覺其實,但係會有嗰個嗰個好期待嗰個感覺其實,17,0
846,啫係嗰樣野會好開心囉令到我,遮係嗰樣嘢會好開心囉令到我,13,2
847,我有有啲野係,我有有啲嘢係,6,1
848,啫係俾俾我個生活有啲囉,遮係俾俾我個生活有啲囉,11,1
850,我諗佢地做得好好嘅就係佢嘅故事講得好好啦,我諗佢哋做得好好嘅就係佢嘅故事講得好好喇,20,2
851,同埋啫係佢花咗好多年好多人物好多資源去,同埋遮係佢花咗好多年好多人襪好多支圓去,19,4
852,講一個好好嘅好好有連接性嘅一個故仔,講一個好好嘅好好有連接性嘅一個故仔,17,0
853,係啦我覺得啫係呢啲係藉得欣賞嘅,係喇我覺得姐係利啲係直得欣賞嘅,15,4
855,真係好難揀呀,真係好難揀啊,6,1
856,真係好難揀我諗我個個都鐘意嘅,真係好難揀我諗我個個都鍾意嘅,14,1
857,近排呀,近排呀,3,0
858,啫係,遮係,2,1
859,咁我啫係我近排睇咗嘅,噉我啫係我近排睇咗嘅,10,1
860,喺法國睇嘅其實,喺法國睇嘅其實,7,0
861,咁我睇法文字幕嘅,噉我睇法文自U嘅,8,3
862,咁,噉,1,1
863,大部分睇得明啫係當然佢英文我聽到啦,大部份睇得明啫係當然佢英文我聽到喇,17,2
864,咁但係我都會有時得閒嘅時候就會睇下啲法文字咁樣,噉但係我都會有時得閒嘅時候就會睇下啲發文字噉樣,23,3
865,都有啲到嘅,都有啲到嘅,5,0
866,但係啫係我盡量唔好啦,但係遮係我盡量唔好喇,10,2
867,但係我睇完就覺得,但係我睇完就覺得,8,0
868,真係好似十幾年嘅一啲,真係好似十幾年嘅一啲,10,0
869,一啲故事去到一個嘅位,一啲故事去到一個嘅位,10,0
870,咁之後真係爆哂出嚟咁樣,噉之後真係爆晒出梨噉樣,11,4
871,咁啫係係有有想喊嘅時候啦,噉遮係係有有想喊嘅時候喇,12,3
872,有悲傷呀有興奮,有飛箱呀有興奮,7,2
873,啫係一係啫係所謂百感交集就係嗰一個位囉,遮係一係遮係所謂百噉交習就係嗰一個位囖,19,5
874,但係我覺得佢真係做得好好,但係我覺得佢真係做得好好,12,0
875,咁多年去去去擺去,咁多年去去去擺去,8,0
876,擺資源落一個咁嘅位囉,擺支原樂一個噉嘅位囖,10,5
877,咁佢做到一個咁嘅成果我覺得係,噉佢做到一個噉嘅成果我覺得係,14,2
878,真係值得佩服囉,真係直得U服囖,7,3
879,希望啦下年下年,希望喇下年下年,7,1
880,有呀會好期待睇㗎,有呀會好期代睇架,8,2
881,係呀我好期待睇呀,係呀我好期代睇呀,8,1
883,嗯,嗯,1,0
884,其實我自己係鐘意嘅,其實我自己係鍾意嘅,9,1
885,但係我又要驚,但係我又要驚,6,0
886,又要驚又要睇咪係囉,又要驚又要睇咪係囖,9,1
887,所以有時啫係譬如啲恐怖片呀或者鬼片呀,所以有時啫係譬如啲恐怖片啊或者鬼片啊,18,2
888,咁我就會比較鐘意同朋友一齊睇嘅,噉我就會俾較鍾意同朋友一齊睇嘅,15,3
889,咁係囉但係啫係都都會驚嘅啫係我,噉係囖但係遮係都都會驚嘅啫係我,15,3
890,我都係會驚但我又想睇囉,我都係會驚彈我又想睇囖,11,2
891,所以有呢個矛盾喺度囉,所以有利個茅盾喺度囉,10,2
892,睇過最驚呀,睇過最驚呀,5,0
893,我諗我近排睇咗齣叫嘅片,我諗我近牌睇咗出叫嘅片,11,2
894,咁呢套片呢,噉醫套片囖,5,3
895,或者其實之前仲有一套片係,或者其實之前仲有一套片係,12,0
896,講一啲而家啲年青人去去成日呀,講一啲而家啲年青人去去成日啊,14,1
897,啫係視嗰啲叫咩呀視像通話嗰啲野啦咁,遮係是嗰啲叫咩呀是象通話嗰啲嘢喇噉,17,7
898,呢兩齣戲其實俾我嘅感覺都係好好同我好近呀,哎兩出汽其實俾我嘅感覺都係好好同我好近啊,20,4
899,啫係係我完全可以可以到嘅野,遮係係我完全可以可以到嘅嘢,13,2
900,譬如呢個係,譬如利個係,5,1
901,可能大學已經玩到啦或者同朋友之間平時都會都會玩到一啲遊戲,可能大學已經玩到喇或者同朋友支間平時都會都會玩到一啲遊戲,28,2
902,咁你呀嗰啲視像通話嗰啲更加唔使講啦,噉你啊嗰啲事象通話嗰啲更加唔使講喇,17,5
903,嗰啲就真係日日都會接觸到,嗰啲就真係日日都會接足到,12,1
904,咁係個故事其實就圍繞住可能呢幾樣日常生活會接觸到嘅野去,噉係個故事其實就圍U住可能利幾樣日常生活會接捉到嘅嘢去,27,5
905,去為一個主題咁樣啦,去為一個主太噉樣喇,9,3
906,咁我覺得呢啲野同我係完全息息相關囉,噉我覺得利啲嘢同我係完全識識傷關囖,17,7
907,咁佢佢有啲咩鬼故咁,噉佢佢有啲咩鬼鼓噉,9,3
908,有啲咩發生,有啲咩法生,5,1
909,咁有好好可好有可能都喺我身上可以係啦可以發生囉,噉有好好可好有可能都喺我身上可以係嚹可以發生囖,23,3
911,我真係真係會有驚嘅,我真係真係會有驚嘅,9,0
912,係啦係啦係啦,係喇係喇係喇,6,3
913,係啦會驚嘅會驚嘅啫係我覺得,係喇會驚嘅會驚嘅啫係我覺得,13,1
914,呢啲做得好好就係搵啲好有好嘅去講囉,哎啲做得好好就係搵啲好有好嘅去講囖,17,2
916,係啦係啦咁呢呢兩呢樣野我覺得係,係嚹係嚹噉哩利兩利樣嘢我覺得係,15,7
917,係最緊張最最令人擔心嘅一啲野囉,係最緊張最最令人擔心嘅一啲嘢囖,15,2
918,啫係譬如,遮係譬如,4,1
920,係呀我又會鐘意睇嘅,係呀我又會鍾意睇嘅,9,1
921,我又會鐘意睇就有個矛盾喺度,我又會鍾意睇就有個矛盾喺度,13,1
922,睇書就比較少因爲,睇書就比較小欣為,8,3
923,我覺得我好似冇試過睇完一本書囉,我覺得我好似冇試過睇完一本書囖,15,1
924,啫係我可能集中力唔夠好,遮係我可能習中力唔夠好,11,2
925,咁就睇書比較辛苦,噉就睇書比較辛苦,8,1
926,但係我鐘意聽書,但係我鍾意聽書,7,1
928,係啦我就咁樣,係喇我就咁樣,6,1
929,係啦但係,係喇但係,4,1
930,我諗都比較少機會呀因爲都比較忙呢,我諗都俾較小機會啊因為都比較忘嘞,16,6
931,好難會真係搵到個時間係淨係,好難會真係搵到個時間係淨係,13,0
932,專注去聽書囉但係係囉,磚注去聽書囉但係係囖,10,2
933,聽歌都有聽歌都有,聽歌都有聽歌都有,8,0
934,我諗聽歌就可以半聽半唔聽咁樣,我諗聽歌就可以半聽半唔聽噉樣,14,1
935,啫係你你聽到有音樂就得囉,遮係你你聽到有音樂就得囉,12,1
936,係啦但係你聽書就唔得囉因為你咗或者你咗喺其他野到,係喇但係你聽書就唔得囉因為你咗或者你咗喺其他嘢到,24,2
937,咁你咗嗰一段就就真係咗囉,噉你咗嗰一斷就就真係咗囖,12,3
938,咁你就重頭再嚟過囉,噉你就重頭再離過囖,9,3
939,係啦,係喇,2,1
Total CER: 1704/11357=0.15,,,,
