NUM,EXPECTED,CXF19A_qwerty,# characters,edit distance
450,係呀我我以前成日都同我婆同阿婆傾傾計嗰陣時我係用白話,係呀我我意前成日都同我婆同阿婆傾傾計嗰陣時我係用白話,26,1
451,所以呢我學埋嗰啲白話呢都古靈精怪嘅因為佢講嗰啲野就好古好古董架,所以呢我學埋嗰啲白畫呢都估零精怪因為佢講嗰啲嘢就好古好古擋𡃉,31,7
452,我老竇係咪古董呀吓,我老豆係咪古董啊下,9,3
453,如果你我就覺得如果你識如果你識得讀識得講同埋識得寫嘅話呢我就已經覺得你係雙語,如果你我就覺得如果呢你識如果你識得讀色得講同埋識得寫嘅話呢我就已經覺得你係傷,38,4
454,即係話呢如果你識讀寫同埋講兩個語言嘅話呢已經都算係雙語架喇,即係話呢如果你識讀寫同埋講兩個語言嘅話呢已經都算係傷雨㗎嚹,29,4
455,問題就係即係話呢你譬如呢我我就我自己會話我唔係三語啦因,問題就係即係話呢你被如呢我就我自己會話我唔係三部呢恩,27,5
456,因為呢我需然識得寫識講同埋寫同埋讀普通話不過呢就我講講同埋寫嗰陣時有有時有啲困難咁樣囉,因為呢我雖然識得寫色講同埋寫同埋讀泡通話不過呢就我講講同埋寫嗰陣時有有時有啲困難噉樣囖,43,5
457,咁講英文同白話嗰時我就無乜嗰啲咁嘅困難啦吓,噉講煙文同白話嗰陣時我就冇乜嗰啲噉嘅嗰啲噉嘅困難喇下,21,11
458,唔嘅我就自己呢就好鍾意通常呢如果我個我個音呢係唔準嘅話呢咁我就會即即係話即係話我好嘅,冇嘅我就自己呢就好鍾意通常呢如果我個我個音呢係唔准嘅話呢噉我就會即即係話即係話我好嘅,42,3
459,即即係話我普通話都算嘅,即即係話我舖通話都算嘅,11,1
460,問題就係呢我成日都覺得我講錯野咁樣呢就好我就我就好咁樣啦吓,問題就係呢我成日都覺得我講U嘢噉樣呢就好我就我就好噉樣囖下,29,6
462,我唔想踩人啊,我唔想踩人呀,6,1
463,不過,不過,2,0
464,非說不可,飛雪筆可,4,3
465,唉我覺得覺得我覺得我覺得我地我地我地偉大嘅城市嘅教育制度呢無無無試無唸到呢,喂我覺得覺得我覺得我覺得我哋我哋我哋餵大嘅成屎嘅教肉制度呢冇冇冇試冇諗到呢,37,13
466,雖雖然呢英文同普通話係一定要學嘅不過呢嗰個程度呢就真係無即係話呢畢完業之後呢就等於無學過咁樣囉我自己覺得,衰雖然呢英文同泡通話係一定要學嘅不過呢嗰個程度呢就真係冇即係話呢筆完業之後呢就等於冇學過噉樣囖我自己覺得,52,7
467,除非你讀國際學校嘅話囉即係即係你我覺得如果你讀國際學校嘅話你唔只係英文你普通話都會好過讀,除菲你讀國罩學校嘅話囖即係即係你我覺得如果你讀國制學校嘅話唔止係你英文你抱通話刀會好過讀,44,9
468,我唔想咁即係話我覺得咁啦吓,我唔想噉即即係話我覺得噉喇下,13,5
469,吓因為我覺得總之呢依方便呢香港嗰個教育制度比較差啲囉,下因為我覺得種之呢醫方邊呢香港嗰個較肉制度比較叉啲囖,26,8
470,吓吓即係學語言嗰個嗰方面囉吓,下下即係學語然嗰個嗰方便囖下,14,6
471,大佬呀我嗰陣時我同我老竇講我話老竇你有無聽過依個字呀佢話你死啦你我嗰陣時有講緊啦,大佬啊我嗰陣時呢我同我老豆講我話老豆你有冇聽過依個字啊佢話你死喇你我嗰陣時有講𡁵喇,40,9
472,在跟住即即係話我每次呢我每次我學啲新嘅詞語嗰陣時呢我話老竇依個好潮呀有無聽過,再跟住即即係話我每次呢我每次我學啲新嘅U部嗰陣時呢我話老豆依個好U啊有冇聽過,38,7
473,佢話你喫屎啦十幾年幾十年前都聽過啦你,佢話你嘞士喇十幾年幾十年前都聽過嚹你,18,4
474,你讀你讀咩屎片啊嗰啲咁嘅野,你讀你讀咩士片呀嗰啲噉嘅嘢,13,4
475,所以我無無擦無覺啦吓,所意我冇冇拆冇角啦下,10,7
Total CER: 1886/9026=0.21,,,,
